,,,,BC1,BC2,BC3,BC4,,RT1,RT2,RT3,RT4,,BC1,BC2,BC3,BC4,,RT1,RT2,RT3,RT4,,avg BC,,,avg RT,,,BC/RT,,
389.3,37.324,,Unknown,794,334,1241,3001,,1432,2216,3281,3227,,,,,,,,,,,,,,,,,,,,"389.3(37.324,Unknown)"
174.1,37.3688,,Unknown,332,150,931,2090,,5007,6709,8037,8210,,,,,,,,,,,,,,,,,,,,"174.1(37.3688,Unknown)"
156.2,37.5085,,Unknown,1405,2251,2102,7314,,32260,53547,56207,84835,,,,,,,,,,,,,,,,,,,,"156.2(37.5085,Unknown)"
156.2,37.6258,,Unknown,1405,2251,2102,7314,,32260,53547,56207,84835,,,,,,,,,,,,,,,,,,,,"156.2(37.6258,Unknown)"
205.1,37.6903,,Unknown,3189,3555,4563,8008,,5064,8223,10740,9408,,,,,,,,,,,,,,,,,,,,"205.1(37.6903,Unknown)"
174.2,37.7289,,Unknown,1152,2174,4154,6693,,11881,15899,15996,15265,,,,,,,,,,,,,,,,,,,,"174.2(37.7289,Unknown)"
-1,37.8089,,Unknown,-1,-1,-1,-1,,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,"-1(37.8089,Unknown)"
424.2,37.9514,,Unknown,0,201,0,1071,,9777,13877,16290,25961,,,,,,,,,,,,,,,,,,,,"424.2(37.9514,Unknown)"
299.1,37.9717,,Unknown,2223,152,553,1416,,6870,7104,8881,9942,,,,,,,,,,,,,,,,,,,,"299.1(37.9717,Unknown)"
174.1,38.1515,,Unknown,1455,569,1582,3910,,4885,6107,9169,7788,,,,,,,,,,,,,,,,,,,,"174.1(38.1515,Unknown)"
299.3,38.3169,,Unknown,3130,4372,8754,21130,,35692,38713,59016,57051,,,,,,,,,,,,,,,,,,,,"299.3(38.3169,Unknown)"
357.2,38.8134,,Unknown,4716,3115,1967,2764,,3831,4265,3172,3518,,,,,,,,,,,,,,,,,,,,"357.2(38.8134,Unknown)"
219.1,39.0447,,Unknown,1677,3696,2937,5568,,5980,5997,7480,8411,,,,,,,,,,,,,,,,,,,,"219.1(39.0447,Unknown)"
221.1,39.3743,,Unknown,5287,6156,6676,9018,,3729,6025,9679,11800,,,,,,,,,,,,,,,,,,,,"221.1(39.3743,Unknown)"
290,39.4706,,Unknown,423,772,243,4037,,1076,1251,1650,3754,,,,,,,,,,,,,,,,,,,,"290(39.4706,Unknown)"
217.1,39.6368,,Unknown,9786,9181,17688,13278,,16290,20218,21352,18369,,,,,,,,,,,,,,,,,,,,"217.1(39.6368,Unknown)"
387.1,40.001,,Unknown,232,376,820,7807,,8619,14351,13216,16920,,,,,,,,,,,,,,,,,,,,"387.1(40.001,Unknown)"
204.1,40.0328,,Unknown,21353,26507,57858,114872,,20955,27184,33853,41391,,,,,,,,,,,,,,,,,,,,"204.1(40.0328,Unknown)"
315.1,40.157,,Unknown,1636,160,328,4673,,11459,13173,16339,19074,,,,,,,,,,,,,,,,,,,,"315.1(40.157,Unknown)"
217.1,40.4533,,Unknown,11003,12710,13296,17827,,19837,41497,39721,58063,,,,,,,,,,,,,,,,,,,,"217.1(40.4533,Unknown)"
-1,40.8901,,Unknown,-1,-1,-1,-1,,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,"-1(40.8901,Unknown)"
217.1,41.0298,,Unknown,16815,23723,30848,57161,,25440,36798,46750,44368,,,,,,,,,,,,,,,,,,,,"217.1(41.0298,Unknown)"
217.1,41.7101,,Unknown,9144,8647,12775,17745,,26909,36595,43415,43603,,,,,,,,,,,,,,,,,,,,"217.1(41.7101,Unknown)"
170.9,41.7779,,Unknown,317,182,153,322,,1421,2122,894,1552,,,,,,,,,,,,,,,,,,,,"170.9(41.7779,Unknown)"
318.1,41.8437,,Unknown,990,2091,3703,12746,,41868,52025,64825,67426,,,,,,,,,,,,,,,,,,,,"318.1(41.8437,Unknown)"
245,42.4019,,Unknown,178,555,1672,8539,,30801,40524,44320,53488,,,,,,,,,,,,,,,,,,,,"245(42.4019,Unknown)"
217.1,42.5389,,Unknown,23916,30516,45636,87047,,356169,538574,557338,697261,,,,,,,,,,,,,,,,,,,,"217.1(42.5389,Unknown)"
299.1,42.5416,,Unknown,883,1738,3611,7319,,29718,44880,44779,53562,,,,,,,,,,,,,,,,,,,,"299.1(42.5416,Unknown)"
217.1,42.6881,,Unknown,23916,30516,45636,87047,,356169,538574,557338,697261,,,,,,,,,,,,,,,,,,,,"217.1(42.6881,Unknown)"
363.2,42.857,,Unknown,3343,5299,6587,12824,,19023,32929,35736,40383,,,,,,,,,,,,,,,,,,,,"363.2(42.857,Unknown)"
363.2,42.9282,,Unknown,3343,5299,6587,12824,,19023,32929,35736,40383,,,,,,,,,,,,,,,,,,,,"363.2(42.9282,Unknown)"
306.1,43.7923,,Unknown,193,892,702,4826,,8239,12972,13366,16167,,,,,,,,,,,,,,,,,,,,"306.1(43.7923,Unknown)"
204.1,43.7977,,Unknown,9629,16267,20011,52607,,89294,139110,138472,171015,,,,,,,,,,,,,,,,,,,,"204.1(43.7977,Unknown)"
167,44.0323,,Unknown,428,540,331,1333,,1384,1222,2081,6073,,,,,,,,,,,,,,,,,,,,"167(44.0323,Unknown)"
230.1,44.3626,,Unknown,1907,2299,178,206,,747,1411,1714,2267,,,,,,,,,,,,,,,,,,,,"230.1(44.3626,Unknown)"
210.1,44.5539,,Unknown,1973,2067,3321,7435,,2885,5584,5369,6236,,,,,,,,,,,,,,,,,,,,"210.1(44.5539,Unknown)"
371.3,44.6143,,Unknown,0,0,597,529,,2919,1497,3365,4080,,,,,,,,,,,,,,,,,,,,"371.3(44.6143,Unknown)"
174.1,44.716,,Unknown,379,323,173,2201,,3542,7185,7754,7997,,,,,,,,,,,,,,,,,,,,"174.1(44.716,Unknown)"
245.1,44.7906,,Unknown,1000,1559,1483,4083,,32823,42136,70798,66846,,,,,,,,,,,,,,,,,,,,"245.1(44.7906,Unknown)"
230.1,44.7947,,Unknown,1907,2145,3436,6911,,61916,79901,134955,126646,,,,,,,,,,,,,,,,,,,,"230.1(44.7947,Unknown)"
361.2,45.0164,,Unknown,633112,3624,3817,676912,,391955,410517,311415,369784,,,,,,,,,,,,,,,,,,,,"361.2(45.0164,Unknown)"
317.2,45.1134,,Unknown,6572,3368,3143,8020,,10381,6704,9396,10072,,,,,,,,,,,,,,,,,,,,"317.2(45.1134,Unknown)"
192.1,45.247,,Unknown,10454,12523,21995,50879,,574348,724683,794596,871876,,,,,,,,,,,,,,,,,,,,"192.1(45.247,Unknown)"
161.2,45.3372,,Unknown,2723,1420,919,4208,,5638,7841,5694,7111,,,,,,,,,,,,,,,,,,,,"161.2(45.3372,Unknown)"
259.1,45.8195,,Unknown,360,212,800,2070,,5284,6176,7322,7597,,,,,,,,,,,,,,,,,,,,"259.1(45.8195,Unknown)"
361.2,46.3939,,Unknown,21450,21152,24946,28038,,12206,21753,25674,27946,,,,,,,,,,,,,,,,,,,,"361.2(46.3939,Unknown)"
299.1,46.7764,,Unknown,169,179,2179,3460,,8834,12426,17166,15830,,,,,,,,,,,,,,,,,,,,"299.1(46.7764,Unknown)"
217.1,46.8856,,Unknown,39511,62592,70900,31452,,15102,16990,22102,22904,,,,,,,,,,,,,,,,,,,,"217.1(46.8856,Unknown)"
362.1,47.0355,,Unknown,1974,4084,3587,26908,,3011,5152,4377,4984,,,,,,,,,,,,,,,,,,,,"362.1(47.0355,Unknown)"
307.2,47.142,,Unknown,362,1587,2384,2175,,1909,2179,2402,4564,,,,,,,,,,,,,,,,,,,,"307.2(47.142,Unknown)"
324.1,47.2268,,Unknown,8199,8757,16806,41581,,394470,393436,374790,268845,,,,,,,,,,,,,,,,,,,,"324.1(47.2268,Unknown)"
324.1,47.2288,,Unknown,8199,8757,16806,41581,,394470,393436,374790,268845,,,,,,,,,,,,,,,,,,,,"324.1(47.2288,Unknown)"
361.1,47.3665,,Unknown,9542,17762,10623,96312,,6942,5349,8366,10138,,,,,,,,,,,,,,,,,,,,"361.1(47.3665,Unknown)"
280.1,47.4547,,Unknown,150,218,780,1708,,10901,12933,11741,11933,,,,,,,,,,,,,,,,,,,,"280.1(47.4547,Unknown)"
259.2,47.5252,,Unknown,163,395,484,1551,,11068,11781,13666,11842,,,,,,,,,,,,,,,,,,,,"259.2(47.5252,Unknown)"
259.1,47.5503,,Unknown,163,395,635,1551,,11068,11781,13666,11842,,,,,,,,,,,,,,,,,,,,"259.1(47.5503,Unknown)"
236,47.7029,,Unknown,441,632,1193,3786,,4098,5000,5160,6164,,,,,,,,,,,,,,,,,,,,"236(47.7029,Unknown)"
315.1,48.0603,,Unknown,0,280,337,1181,,2703,4647,6342,5349,,,,,,,,,,,,,,,,,,,,"315.1(48.0603,Unknown)"
515.3,48.4354,,Unknown,0,0,0,188,,694,398,1962,1996,,,,,,,,,,,,,,,,,,,,"515.3(48.4354,Unknown)"
315.1,48.8437,,Unknown,180,0,181,384,,5469,4925,6672,4019,,,,,,,,,,,,,,,,,,,,"315.1(48.8437,Unknown)"
321,49.9315,,Unknown,0,0,0,176,,7818,12134,11664,11955,,,,,,,,,,,,,,,,,,,,"321(49.9315,Unknown)"
316,49.9498,,Unknown,0,0,0,0,,3987,4918,5255,5082,,,,,,,,,,,,,,,,,,,,"316(49.9498,Unknown)"
382,49.9776,,Unknown,0,0,0,0,,7390,8635,8305,7333,,,,,,,,,,,,,,,,,,,,"382(49.9776,Unknown)"
204.1,52.1568,,Unknown,11192,15955,23777,56619,,16900,27172,26814,39016,,,,,,,,,,,,,,,,,,,,"204.1(52.1568,Unknown)"
361.1,57.784,,Unknown,1714,3345,2820,15425,,1974,5004,6846,8907,,,,,,,,,,,,,,,,,,,,"361.1(57.784,Unknown)"
361.1,58.7939,,Unknown,1114,920,3784,9751,,5786,7359,7242,9476,,,,,,,,,,,,,,,,,,,,"361.1(58.7939,Unknown)"
361.1,58.8163,,Unknown,1114,920,3784,9751,,5786,7359,7242,9476,,,,,,,,,,,,,,,,,,,,"361.1(58.8163,Unknown)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
