Hs,Ht,Gst,Gprime_st,D,loc_id,gene
0,0,NA,NA,0,loc00443,pat_2
0,0,NA,NA,0,loc00444,thrC
0,0,NA,NA,0,loc00445,group_5955
0,0,NA,NA,0,loc00446,moaB
0,0,NA,NA,0,loc00447,group_5953
0,0,NA,NA,0,loc00448,ruvB_1~~~ruvB_2~~~ruvB
0,0,NA,NA,0,loc00449,fixN_2~~~fixN_4
0,0,NA,NA,0,loc00450,group_5951
0,0,NA,NA,0,loc00451,prsD_2~~~prsD_3~~~prsD_1
0,0,NA,NA,0,loc00452,paoA_2~~~paoA_1
0,0,NA,NA,0,loc00453,ynfE~~~dmsA
0,0,NA,NA,0,loc00454,emrB_2~~~mdtD_1
0,0,NA,NA,0,loc00455,group_5950
0,0,NA,NA,0,loc00456,group_5949
0,0,NA,NA,0,loc00457,group_5948
0,0,NA,NA,0,loc00458,group_5947
0,0,NA,NA,0,loc00459,group_5946
0,0,NA,NA,0,loc00460,group_5945
0,0,NA,NA,0,loc00461,atpB_1~~~fliI
0,0,NA,NA,0,loc00462,group_5944
0,0,NA,NA,0,loc00463,queE
0,0,NA,NA,0,loc00464,ubiL_2~~~ubiL_1
0,0,NA,NA,0,loc00465,fixN_2~~~fixN_1
0,0,NA,NA,0,loc00466,cya_2
0,0,NA,NA,0,loc00467,aatA_1~~~aatA_2~~~aatA
0,0,NA,NA,0,loc00468,cmoB_2~~~cmoB_1
0,0,NA,NA,0,loc00469,group_5942
0,0,NA,NA,0,loc00470,apr
0,0,NA,NA,0,loc00471,ettA_1~~~yheS_1
0,0,NA,NA,0,loc00472,group_5941
0,0,NA,NA,0,loc00473,glnH_5
0,0,NA,NA,0,loc00474,uup
0,0,NA,NA,0,loc00475,hutH_1
0,0,NA,NA,0,loc00476,aspC_3
0,0,NA,NA,0,loc00477,cynT
0,0,NA,NA,0,loc00478,group_5940
0,0,NA,NA,0,loc00479,paoC_1~~~paoC_2
0,0,NA,NA,0,loc00480,dnaC
0,0,NA,NA,0,loc00481,cysA_1~~~btuD_13
0,0,NA,NA,0,loc00482,group_5938
0,0,NA,NA,0,loc00483,malP_2~~~malP_1~~~malP
0,0,NA,NA,0,loc00484,ogt_1~~~ogt_2
0,0,NA,NA,0,loc00485,garR_1
0,0,NA,NA,0,loc00486,nicS_1~~~nicS_2
0,0,NA,NA,0,loc00487,group_5937
0,0,NA,NA,0,loc00488,group_5936
0,0,NA,NA,0,loc00489,gsiA_15~~~gsiA_5
0,0,NA,NA,0,loc00490,group_5934
0,0,NA,NA,0,loc00491,mglA_9~~~mglA_8~~~mglA_6~~~mglA_4
0,0,NA,NA,0,loc00492,gsiA_2~~~gsiA_14~~~gsiA_5
0,0,NA,NA,0,loc00493,group_5933
0,0,NA,NA,0,loc00494,group_5931
0,0,NA,NA,0,loc00495,carB_2~~~carB_1~~~carB
0,0,NA,NA,0,loc00496,hbpA_1~~~oppA_2
